application_id,age,annual_income,loan_amount,loan_term_months,credit_score,employment_years,home_ownership,purpose,application_status
APP102700,64,1226880,1538270,180,531,29,Rent,Business,Rejected
APP102701,59,2569237,814952,84,380,14,Mortgage,Personal,Rejected
APP102702,31,1294689,894721,48,322,20,Own,Personal,Pending
APP102703,62,1442041,1574265,84,554,7,Mortgage,Personal,Rejected
APP102704,24,1890820,583532,120,704,0,Own,Home,Approved
APP102705,34,936770,1773081,24,386,22,Own,Education,Approved
APP102706,55,815692,1024769,36,764,5,Own,Business,Approved
APP102707,35,1261734,730551,240,585,36,Mortgage,Business,Rejected
APP102708,56,2452017,689946,12,564,38,Rent,Medical,Pending
APP102709,63,604881,870797,360,808,12,Own,Medical,Approved
APP102710,24,1425101,1888390,360,481,11,Rent,Personal,Approved
APP102711,22,2081927,250155,36,410,20,Own,Auto,Rejected
APP102712,67,2177483,1040533,48,733,8,Mortgage,Business,Rejected
APP102713,46,1416338,1678258,36,359,34,Mortgage,Personal,Rejected
APP102714,45,428038,970509,84,780,4,Own,Auto,Approved
APP102715,43,244538,1153734,36,754,18,Rent,Personal,Approved
APP102716,42,1515903,728982,180,838,7,Mortgage,Auto,Approved
APP102717,54,2468125,315615,48,553,33,Rent,Home,Approved
APP102718,49,279014,1296843,360,642,5,Own,Auto,Rejected
APP102719,29,2684940,1843912,240,786,17,Mortgage,Medical,Approved
APP102720,51,2092547,1064099,60,372,33,Rent,Medical,Approved
APP102721,53,222555,892473,84,468,17,Own,Medical,Pending
APP102722,26,1162388,301645,12,559,7,Mortgage,Auto,Approved
APP102723,39,817404,1892221,12,645,6,Rent,Personal,Approved
APP102724,59,2857907,1744955,84,674,24,Own,Auto,Pending
APP102725,51,1753390,1808806,60,808,4,Rent,Home,Approved
APP102726,27,1107547,750075,48,569,14,Mortgage,Auto,Rejected
APP102727,22,978535,1269333,12,394,24,Own,Home,Approved
APP102728,49,1778656,893527,240,404,15,Mortgage,Business,Pending
APP102729,43,214264,507570,60,741,33,Own,Personal,Approved
APP102730,68,920685,451050,60,554,27,Own,Home,Approved
APP102731,46,663147,798512,60,647,5,Own,Home,Pending
APP102732,66,1936315,1129126,60,610,32,Rent,Education,Rejected
APP102733,31,2073826,287904,120,747,36,Rent,Home,Approved
APP102734,42,1507718,1419007,180,420,8,Own,Personal,Approved
APP102735,27,592081,942641,84,394,14,Own,Education,Approved
APP102736,49,1237759,1768272,24,704,15,Rent,Education,Approved
APP102737,30,2560121,593646,240,539,17,Own,Home,Approved
APP102738,45,770330,150634,36,749,18,Mortgage,Personal,Approved
APP102739,37,657429,658507,12,370,35,Mortgage,Personal,Pending
APP102740,30,512259,1947997,12,449,26,Mortgage,Personal,Rejected
APP102741,25,2486801,677895,180,829,35,Own,Business,Pending
APP102742,46,535661,1422444,48,764,14,Own,Auto,Approved
APP102743,67,1828532,1694419,12,334,20,Own,Home,Approved
APP102744,30,2997312,604382,240,750,4,Rent,Auto,Rejected
APP102745,40,1997073,1303063,48,336,11,Mortgage,Business,Approved
APP102746,32,1354470,448725,360,366,23,Own,Home,Approved
APP102747,60,779115,756302,240,794,6,Rent,Home,Rejected
APP102748,41,205403,627371,12,369,38,Own,Auto,Rejected
APP102749,68,635576,1361156,120,465,10,Rent,Home,Approved
APP102750,33,2868200,1757665,120,374,6,Own,Home,Approved
APP102751,24,602089,542146,24,628,31,Rent,Education,Approved
APP102752,49,255943,618210,48,331,3,Rent,Personal,Rejected
APP102753,52,2485002,1650839,60,458,12,Own,Education,Approved
APP102754,69,1372041,952501,24,479,7,Rent,Home,Pending
APP102755,63,1199588,1050473,180,657,27,Mortgage,Education,Approved
APP102756,64,2208937,1426189,36,573,33,Rent,Home,Approved
APP102757,52,1664479,318291,360,406,7,Rent,Business,Rejected
APP102758,38,2760877,1750380,240,555,16,Mortgage,Auto,Pending
APP102759,42,1509276,762186,120,552,19,Mortgage,Education,Rejected
APP102760,27,2196081,1334213,24,494,27,Rent,Medical,Approved
APP102761,42,2660815,892754,12,593,14,Rent,Business,Approved
APP102762,38,1498152,1518562,24,479,20,Rent,Personal,Rejected
APP102763,22,995988,1242587,60,483,20,Own,Education,Rejected
APP102764,31,2928437,387987,180,731,0,Own,Medical,Pending
APP102765,47,835022,416296,24,438,22,Own,Personal,Approved
APP102766,39,310094,1760945,180,481,22,Rent,Business,Rejected
APP102767,69,1818828,1063229,12,377,39,Rent,Business,Approved
APP102768,44,2963298,587652,36,684,20,Own,Business,Approved
APP102769,67,442027,329353,84,689,35,Own,Home,Approved
APP102770,53,2578296,300337,240,673,13,Rent,Auto,Approved
APP102771,22,2525211,1843811,180,392,27,Own,Personal,Approved
APP102772,30,2801004,1953676,84,548,36,Own,Education,Approved
APP102773,55,1380375,817324,12,460,6,Own,Personal,Rejected
APP102774,47,913362,443197,36,720,22,Mortgage,Business,Rejected
APP102775,35,1634000,866815,180,485,36,Mortgage,Home,Approved
APP102776,46,598882,316471,12,529,22,Rent,Business,Rejected
APP102777,65,2559981,1121830,180,550,35,Mortgage,Business,Approved
APP102778,40,2057282,1270740,180,719,16,Rent,Education,Approved
APP102779,23,1553312,1971311,180,687,35,Own,Personal,Pending
APP102780,36,1644406,671783,36,751,25,Mortgage,Education,Approved
APP102781,66,2193941,435734,36,535,19,Mortgage,Home,Approved
APP102782,58,1664870,310030,24,751,8,Rent,Home,Rejected
APP102783,62,2551458,785482,48,779,6,Rent,Medical,Approved
APP102784,65,2788933,1222186,84,588,11,Rent,Education,Approved
APP102785,26,2859412,179930,24,674,30,Rent,Education,Rejected
APP102786,34,1936226,1530021,84,801,18,Rent,Auto,Rejected
APP102787,23,2279141,947209,36,762,15,Own,Personal,Approved
APP102788,21,1070978,1596736,84,452,18,Rent,Business,Pending
APP102789,61,306726,954033,48,694,13,Own,Medical,Approved
APP102790,66,1320186,353249,360,545,32,Mortgage,Medical,Approved
APP102791,28,2640790,91851,48,381,15,Own,Medical,Approved
APP102792,56,573788,1135890,240,504,18,Rent,Auto,Approved
APP102793,47,1727995,1101906,24,838,22,Own,Business,Pending
APP102794,24,738479,1636672,12,827,25,Own,Education,Rejected
APP102795,65,1401961,1760645,24,733,13,Mortgage,Personal,Approved
APP102796,63,601380,364119,60,845,2,Mortgage,Personal,Approved
APP102797,48,2257285,663639,360,615,27,Rent,Auto,Approved
APP102798,55,2468815,454980,24,717,22,Mortgage,Medical,Rejected
APP102799,40,2323391,258092,180,391,25,Mortgage,Auto,Approved
APP102800,59,2173645,54702,120,464,21,Rent,Medical,Pending
APP102801,42,858428,210507,48,395,20,Own,Medical,Approved
APP102802,69,1684966,1073036,48,816,37,Rent,Home,Approved
APP102803,24,493399,346136,360,638,2,Own,Education,Pending
APP102804,29,1248229,429629,180,813,3,Rent,Education,Pending
APP102805,68,1616281,279779,36,529,37,Rent,Personal,Approved
APP102806,35,2071784,1462273,360,522,35,Own,Personal,Approved
APP102807,36,471046,1289581,60,672,16,Rent,Home,Pending
APP102808,59,2476134,1926317,12,612,21,Rent,Medical,Rejected
APP102809,30,1484933,267414,240,505,17,Own,Auto,Rejected
APP102810,46,2667453,457073,240,474,39,Own,Education,Rejected
APP102811,35,1676931,938615,60,582,18,Mortgage,Auto,Pending
APP102812,30,1731645,1315739,180,341,30,Rent,Home,Approved
APP102813,68,2139255,303654,36,403,14,Own,Business,Approved
APP102814,30,2495678,463077,240,324,15,Rent,Home,Approved
APP102815,25,641349,871949,48,385,26,Rent,Home,Rejected
APP102816,54,1631656,85113,36,409,15,Rent,Personal,Approved
APP102817,63,283873,820785,84,341,0,Mortgage,Education,Approved
APP102818,27,1528684,1529180,36,330,6,Mortgage,Business,Rejected
APP102819,55,2477840,1076947,120,751,34,Own,Medical,Approved
APP102820,47,2623209,896309,180,400,14,Own,Home,Pending
APP102821,61,993856,1001436,60,606,4,Mortgage,Personal,Approved
APP102822,27,1281847,1896234,180,354,37,Own,Home,Rejected
APP102823,68,1744371,1064852,60,821,39,Own,Personal,Rejected
APP102824,51,1308555,1091857,360,431,19,Own,Auto,Approved
APP102825,62,698621,1865091,36,712,25,Own,Home,Approved
APP102826,38,1053751,357091,180,653,30,Own,Auto,Approved
APP102827,67,1331358,237130,84,723,2,Own,Education,Rejected
APP102828,51,1652364,927060,360,646,11,Rent,Personal,Rejected
APP102829,27,2778049,671237,36,580,22,Mortgage,Personal,Approved
APP102830,66,1725580,445638,24,725,21,Mortgage,Personal,Approved
APP102831,59,1283926,283032,240,749,13,Own,Home,Pending
APP102832,35,2049291,1762157,360,509,0,Mortgage,Medical,Approved
APP102833,47,2364556,1247868,180,819,38,Rent,Education,Pending
APP102834,40,1405406,1397261,60,844,24,Own,Home,Approved
APP102835,47,1569943,280264,60,697,30,Mortgage,Medical,Approved
APP102836,68,809944,715415,120,811,17,Mortgage,Personal,Approved
APP102837,65,2621405,1260621,180,358,20,Mortgage,Home,Approved
APP102838,31,2627157,1079249,36,597,17,Mortgage,Education,Pending
APP102839,68,689748,1405020,12,658,17,Own,Medical,Rejected
APP102840,42,1168802,1355486,12,811,26,Own,Personal,Rejected
APP102841,55,961454,856006,48,366,39,Own,Auto,Rejected
APP102842,58,2784241,1576572,120,744,31,Mortgage,Personal,Rejected
APP102843,44,382628,556269,60,342,26,Mortgage,Auto,Rejected
APP102844,43,780589,206287,120,497,0,Own,Education,Rejected
APP102845,43,1081740,1831083,60,681,20,Rent,Auto,Rejected
APP102846,63,1768160,93911,36,460,38,Mortgage,Personal,Rejected
APP102847,39,897140,603154,180,759,15,Rent,Medical,Approved
APP102848,34,1702522,273182,180,812,21,Own,Home,Approved
APP102849,38,2292233,502068,360,387,12,Rent,Business,Approved
APP102850,30,2520213,820242,240,442,7,Rent,Auto,Approved
APP102851,40,477373,302738,48,340,28,Rent,Personal,Approved
APP102852,26,588783,960077,180,691,12,Rent,Home,Approved
APP102853,25,466542,1858282,48,788,23,Rent,Education,Approved
APP102854,56,2747824,316100,240,631,23,Rent,Auto,Rejected
APP102855,24,2025876,1856837,120,372,33,Mortgage,Medical,Rejected
APP102856,48,1687998,851748,240,395,37,Mortgage,Home,Approved
APP102857,59,2414554,1205291,36,319,22,Rent,Business,Pending
APP102858,56,1841106,911164,12,569,2,Own,Home,Pending
APP102859,42,859270,667435,24,697,23,Mortgage,Business,Pending
APP102860,30,1628465,262725,84,382,35,Mortgage,Personal,Approved
APP102861,66,2168992,1207012,360,767,19,Mortgage,Personal,Approved
APP102862,61,300869,1837486,120,439,22,Own,Home,Approved
APP102863,50,1897738,1065536,240,583,30,Rent,Personal,Rejected
APP102864,25,1591853,1218334,60,667,17,Rent,Auto,Rejected
APP102865,22,394617,1305300,360,597,16,Mortgage,Personal,Rejected
APP102866,36,937939,807644,360,563,19,Rent,Medical,Rejected
APP102867,28,1455898,285169,36,485,34,Own,Home,Pending
APP102868,63,1159526,1038469,240,536,19,Own,Education,Rejected
APP102869,31,1012185,1744409,12,431,13,Mortgage,Medical,Pending
APP102870,34,2017484,662685,84,462,23,Mortgage,Home,Rejected
APP102871,68,1332215,1749363,60,716,27,Own,Auto,Approved
APP102872,61,1593551,1715945,48,786,36,Own,Business,Rejected
APP102873,31,2435284,527368,360,767,35,Own,Medical,Approved
APP102874,39,461010,1171279,120,482,31,Mortgage,Auto,Approved
APP102875,46,1207734,1507732,24,477,30,Rent,Education,Pending
APP102876,53,404515,1015046,24,332,17,Mortgage,Personal,Approved
APP102877,66,2796519,1413769,24,450,13,Mortgage,Home,Approved
APP102878,63,719841,1826226,48,622,22,Rent,Auto,Pending
APP102879,68,2495629,1273176,12,447,28,Rent,Auto,Approved
APP102880,22,734478,1684060,36,704,20,Own,Education,Approved
APP102881,32,1107358,1611883,180,327,8,Mortgage,Business,Approved
APP102882,48,1903242,1634963,240,526,0,Own,Auto,Approved
APP102883,23,2527848,1712093,180,454,2,Rent,Education,Approved
APP102884,38,697880,489937,60,572,17,Own,Medical,Approved
APP102885,28,796739,85792,120,314,31,Own,Personal,Rejected
APP102886,66,2668814,348590,360,530,31,Mortgage,Medical,Approved
APP102887,24,1101501,536858,12,734,32,Own,Personal,Rejected
APP102888,28,787329,1395688,360,772,28,Rent,Business,Approved
APP102889,30,2281863,1044391,180,441,0,Rent,Auto,Approved
APP102890,28,455168,963852,48,536,35,Rent,Home,Rejected
APP102891,48,2627500,67703,60,680,37,Rent,Business,Approved
APP102892,38,2652088,1383239,60,555,33,Own,Education,Approved
APP102893,65,2598257,760279,24,599,17,Rent,Personal,Approved
APP102894,33,1026917,1533223,36,488,8,Rent,Home,Approved
APP102895,47,519786,269884,36,761,36,Mortgage,Medical,Approved
APP102896,53,1391183,625861,12,647,7,Own,Auto,Approved
APP102897,51,1136816,156662,84,829,31,Mortgage,Education,Approved
APP102898,60,2885273,605068,60,729,38,Own,Education,Approved
APP102899,30,1968747,1850545,48,502,36,Rent,Medical,Approved
APP102900,45,2844233,1007121,24,480,20,Mortgage,Personal,Rejected
APP102901,60,2302451,907135,360,348,33,Own,Home,Approved
APP102902,63,2201767,583421,120,642,33,Mortgage,Medical,Rejected
APP102903,51,513166,566497,60,713,38,Rent,Personal,Rejected
APP102904,52,393029,1351225,180,495,14,Mortgage,Home,Approved
APP102905,63,330174,1971094,48,311,25,Mortgage,Personal,Approved
APP102906,51,1861352,1506124,36,754,32,Rent,Home,Approved
APP102907,67,764787,1487136,120,422,9,Mortgage,Education,Approved
APP102908,27,2969418,970475,180,620,9,Mortgage,Home,Approved
APP102909,38,571453,242345,120,329,15,Mortgage,Home,Approved
APP102910,26,2851365,1461409,84,334,14,Rent,Business,Pending
APP102911,25,2069391,1627014,12,794,30,Mortgage,Personal,Rejected
APP102912,44,496806,1045353,120,670,37,Mortgage,Education,Approved
APP102913,32,363669,228443,120,302,6,Own,Education,Pending
APP102914,40,1308708,1440099,60,355,13,Own,Business,Approved
APP102915,42,1149079,1846075,36,571,37,Rent,Home,Approved
APP102916,51,1083502,488688,360,674,23,Own,Home,Approved
APP102917,67,1679972,360910,48,533,8,Mortgage,Home,Pending
APP102918,62,563238,1490743,36,780,24,Mortgage,Home,Approved
APP102919,39,562479,697065,180,659,35,Rent,Personal,Rejected
APP102920,36,2145435,1444491,60,638,14,Rent,Business,Rejected
APP102921,58,2972865,1421191,84,459,19,Rent,Auto,Approved
APP102922,27,966775,569881,120,675,24,Own,Business,Approved
APP102923,47,2809401,132408,48,781,33,Rent,Education,Approved
APP102924,41,1165624,1134143,24,326,22,Mortgage,Home,Rejected
APP102925,29,1140483,845149,24,704,38,Mortgage,Medical,Approved
APP102926,51,453004,1717857,360,784,30,Rent,Medical,Approved
APP102927,36,1385314,748059,84,538,16,Mortgage,Personal,Approved
APP102928,30,1594309,536569,60,722,19,Mortgage,Personal,Rejected
APP102929,53,2058556,1727348,48,497,27,Mortgage,Business,Rejected
APP102930,29,642870,1485160,180,406,2,Mortgage,Personal,Approved
APP102931,53,728341,1255807,360,749,9,Own,Business,Approved
APP102932,28,1409853,1910235,180,471,9,Mortgage,Home,Approved
APP102933,42,395015,1576845,84,717,32,Rent,Auto,Approved
APP102934,60,601358,1739171,60,473,32,Mortgage,Medical,Approved
APP102935,32,1961410,1608054,240,519,32,Own,Education,Rejected
APP102936,58,2870779,832964,240,677,4,Mortgage,Personal,Approved
APP102937,56,1804294,171593,48,488,11,Mortgage,Home,Approved
APP102938,65,605951,1234055,360,745,12,Own,Education,Approved
APP102939,29,2974773,1541541,240,321,0,Rent,Home,Approved
APP102940,56,1661284,1983951,240,306,10,Rent,Auto,Rejected
APP102941,66,2207164,1379138,12,345,17,Mortgage,Home,Rejected
APP102942,58,751543,1158452,24,441,35,Mortgage,Auto,Approved
APP102943,30,1819620,1172644,36,329,6,Own,Business,Approved
APP102944,61,413813,274303,180,509,34,Mortgage,Home,Rejected
APP102945,26,1952074,64378,12,313,32,Mortgage,Auto,Rejected
APP102946,49,766464,138589,12,716,6,Own,Personal,Rejected
APP102947,45,2746642,1814507,12,384,10,Mortgage,Home,Rejected
APP102948,47,353367,1591113,24,835,18,Mortgage,Business,Rejected
APP102949,46,2027363,557341,360,772,37,Own,Medical,Rejected
APP102950,22,590312,876075,180,682,31,Rent,Personal,Pending
APP102951,45,2123940,993049,180,739,38,Mortgage,Home,Rejected
APP102952,66,1581755,531285,36,727,12,Own,Home,Rejected
APP102953,42,2908947,874220,120,765,36,Own,Personal,Rejected
APP102954,34,2025083,727960,180,606,38,Mortgage,Education,Approved
APP102955,69,1241594,1404831,84,643,23,Mortgage,Education,Approved
APP102956,25,444551,1526877,240,558,6,Rent,Education,Pending
APP102957,44,1868120,241941,84,643,10,Mortgage,Business,Approved
APP102958,46,1434852,957232,48,510,5,Rent,Education,Approved
APP102959,44,347031,1982911,120,368,32,Own,Home,Approved
APP102960,66,1827491,1743574,360,813,12,Mortgage,Home,Approved
APP102961,41,787985,1597838,240,685,28,Rent,Home,Approved
APP102962,68,855831,1483104,60,688,10,Rent,Auto,Approved
APP102963,24,225084,58433,84,454,39,Mortgage,Personal,Approved
APP102964,56,1241819,1949327,360,724,30,Own,Medical,Approved
APP102965,50,811154,1483617,180,586,15,Mortgage,Education,Approved
APP102966,32,401137,1782582,84,342,19,Own,Home,Approved
APP102967,32,1416025,1822346,36,826,2,Own,Home,Approved
APP102968,56,816367,546367,360,846,5,Own,Personal,Approved
APP102969,52,575643,76943,360,779,39,Mortgage,Education,Rejected
APP102970,50,1506908,1335165,12,561,32,Own,Medical,Approved
APP102971,23,377071,945005,12,428,33,Own,Business,Pending
APP102972,50,2973238,90058,24,306,25,Own,Medical,Rejected
APP102973,69,1518687,578077,48,705,8,Own,Home,Approved
APP102974,21,2989542,1982658,24,790,4,Own,Medical,Approved
APP102975,43,2667800,758571,240,357,29,Own,Business,Approved
APP102976,45,2942940,558961,360,677,13,Mortgage,Education,Approved
APP102977,64,1719643,1326376,24,314,0,Rent,Business,Pending
APP102978,34,1384641,1346350,240,727,0,Own,Auto,Rejected
APP102979,44,2215694,697605,24,315,22,Own,Business,Rejected
APP102980,56,425905,1705849,180,837,33,Mortgage,Personal,Rejected
APP102981,23,2552548,1181600,48,393,14,Own,Personal,Pending
APP102982,60,1106005,362906,12,520,39,Own,Medical,Pending
APP102983,61,220763,683713,60,682,15,Rent,Education,Approved
APP102984,56,865600,1703364,240,766,29,Own,Personal,Approved
APP102985,52,878495,224190,360,500,9,Rent,Medical,Approved
APP102986,57,239554,73879,24,840,24,Rent,Home,Approved
APP102987,59,2072028,1330176,240,308,10,Mortgage,Education,Approved
APP102988,65,466654,911855,36,559,31,Own,Personal,Approved
APP102989,41,2570746,543023,60,844,18,Mortgage,Education,Rejected
APP102990,43,1468937,970473,24,451,1,Rent,Home,Approved
APP102991,52,2211071,407989,360,593,9,Mortgage,Business,Rejected
APP102992,30,1151054,779476,180,544,14,Own,Education,Approved
APP102993,62,569579,506112,120,517,18,Rent,Business,Approved
APP102994,58,704990,1193450,180,723,10,Own,Home,Rejected
APP102995,51,2008459,1363583,240,585,23,Mortgage,Home,Approved
APP102996,35,2205079,1833942,24,693,38,Mortgage,Business,Rejected
APP102997,38,949081,182108,36,586,28,Rent,Medical,Pending
APP102998,42,1199923,687628,12,849,12,Mortgage,Business,Approved
APP102999,53,2846150,565662,60,559,27,Rent,Medical,Approved
APP103000,59,2585229,1179556,60,738,38,Rent,Medical,Approved
APP103001,53,1356511,1089602,12,637,9,Mortgage,Auto,Approved
APP103002,66,874736,1761051,120,741,9,Own,Home,Pending
APP103003,68,1043790,1842085,12,787,1,Own,Business,Rejected
APP103004,55,1707501,1557341,180,424,33,Mortgage,Business,Approved
APP103005,39,1786987,437880,180,466,33,Mortgage,Personal,Rejected
APP103006,50,715589,129429,240,466,16,Mortgage,Business,Pending
APP103007,41,384333,1803361,24,568,34,Rent,Medical,Approved
APP103008,51,1586841,1888441,240,571,26,Mortgage,Medical,Approved
APP103009,60,2432885,538250,84,302,39,Rent,Business,Rejected
APP103010,39,626906,140961,240,793,36,Mortgage,Business,Rejected
APP103011,45,1343395,1377169,120,773,38,Own,Home,Approved
APP103012,23,652420,1198079,120,631,15,Own,Personal,Approved
APP103013,57,877977,1783226,12,468,25,Rent,Personal,Approved
APP103014,45,1914225,1171939,120,755,6,Mortgage,Medical,Rejected
APP103015,43,1001345,1532668,60,449,35,Rent,Home,Rejected
APP103016,47,938600,1583460,240,468,12,Own,Home,Approved
APP103017,31,2987861,69094,120,849,17,Rent,Personal,Rejected
APP103018,50,682628,339463,12,809,23,Mortgage,Education,Approved
APP103019,57,730003,1571021,240,622,31,Rent,Business,Rejected
APP103020,38,2803351,399772,12,393,29,Mortgage,Education,Rejected
APP103021,27,1740581,451954,36,367,38,Mortgage,Business,Approved
APP103022,39,320409,1516608,36,831,28,Own,Business,Approved
APP103023,30,1389882,448789,360,446,31,Rent,Auto,Approved
APP103024,39,1782414,341534,24,675,22,Rent,Personal,Rejected
APP103025,51,908935,76298,240,494,16,Own,Education,Rejected
APP103026,26,1735138,965417,36,573,36,Own,Business,Approved
APP103027,57,2015838,1291780,120,843,15,Own,Business,Pending
APP103028,32,901704,1476713,12,626,24,Rent,Personal,Rejected
APP103029,64,2474721,1815875,48,537,11,Own,Auto,Approved
APP103030,56,1467760,1319921,120,529,19,Rent,Home,Approved
APP103031,34,2897691,1525060,180,426,14,Own,Auto,Approved
APP103032,48,445665,460678,240,606,10,Rent,Medical,Approved
APP103033,26,1107862,713853,240,613,32,Own,Auto,Pending
APP103034,25,2219556,642722,84,352,30,Own,Auto,Rejected
APP103035,67,2705763,176819,48,523,28,Mortgage,Medical,Approved
APP103036,60,820752,1939501,36,655,3,Own,Auto,Approved
APP103037,28,2944700,520466,360,330,9,Rent,Education,Approved
APP103038,34,741479,924907,120,837,8,Rent,Education,Approved
APP103039,30,1365142,746042,360,774,28,Mortgage,Business,Approved
APP103040,40,1081659,136692,60,650,35,Mortgage,Business,Rejected
APP103041,35,1388103,1811526,60,308,15,Rent,Business,Rejected
APP103042,37,2726635,478190,240,585,13,Mortgage,Business,Pending
APP103043,46,2251140,245820,180,795,22,Own,Medical,Approved
APP103044,30,2430106,717748,36,312,39,Rent,Business,Approved
APP103045,64,911199,330348,84,736,14,Own,Business,Rejected
APP103046,56,2851298,1999004,36,762,11,Mortgage,Medical,Approved
APP103047,58,1419505,418544,180,341,20,Rent,Home,Approved
APP103048,29,2025494,640248,12,426,36,Mortgage,Medical,Pending
APP103049,55,2153614,578824,240,698,29,Rent,Auto,Rejected
APP103050,61,2056180,101471,360,802,20,Mortgage,Auto,Pending
APP103051,29,1885031,75146,12,724,29,Rent,Home,Approved
APP103052,57,1544086,1050197,120,589,0,Rent,Business,Rejected
APP103053,38,2013393,503807,12,631,30,Rent,Personal,Approved
APP103054,59,2734521,213030,48,589,3,Mortgage,Education,Approved
APP103055,44,1291366,618187,48,618,15,Own,Business,Approved
APP103056,60,1630456,584431,84,724,13,Mortgage,Education,Rejected
APP103057,28,704212,876951,360,327,27,Rent,Personal,Approved
APP103058,40,1194168,1985147,60,415,9,Mortgage,Medical,Rejected
APP103059,34,2361733,648436,48,332,9,Mortgage,Personal,Pending
APP103060,33,1993050,1424045,12,738,35,Own,Education,Rejected
APP103061,36,791209,1548544,240,700,19,Mortgage,Personal,Approved
APP103062,39,1729190,148799,48,329,29,Rent,Home,Rejected
APP103063,27,2473491,1027572,60,358,23,Rent,Medical,Approved
APP103064,55,547255,924939,12,445,24,Rent,Medical,Approved
APP103065,47,373455,1040005,36,433,27,Rent,Business,Approved
APP103066,61,1299631,384693,84,586,26,Mortgage,Business,Rejected
APP103067,55,2038332,956882,360,574,36,Own,Auto,Rejected
APP103068,28,1077311,289742,48,497,31,Own,Education,Pending
APP103069,24,2498893,1894362,84,390,12,Mortgage,Home,Approved
APP103070,41,2571134,1194777,240,657,6,Mortgage,Education,Approved
APP103071,44,1691054,117297,48,735,33,Own,Business,Approved
APP103072,32,1260759,1036028,36,652,14,Own,Education,Pending
APP103073,59,316804,1856352,12,744,12,Rent,Personal,Rejected
APP103074,49,2500354,1498589,360,803,4,Mortgage,Medical,Pending
APP103075,57,2706791,582251,24,764,22,Mortgage,Business,Approved
APP103076,26,1438690,1789997,36,658,20,Own,Education,Approved
APP103077,60,1646111,411769,24,327,33,Own,Auto,Rejected
APP103078,31,2309801,531029,180,484,29,Mortgage,Business,Approved
APP103079,42,2147038,352247,48,535,28,Own,Personal,Approved
APP103080,42,578789,1849834,180,692,21,Own,Home,Approved
APP103081,61,2082474,1447975,120,766,34,Mortgage,Education,Approved
APP103082,34,2789020,1060083,12,652,39,Own,Education,Approved
APP103083,32,2301919,1352432,48,500,32,Mortgage,Auto,Pending
APP103084,37,1545567,554728,12,734,13,Rent,Auto,Rejected
APP103085,38,1664851,187782,12,683,11,Own,Medical,Rejected
APP103086,29,927435,1699282,60,739,0,Own,Education,Approved
APP103087,29,2050126,1930214,36,624,39,Rent,Business,Rejected
APP103088,32,876170,119283,12,656,29,Mortgage,Home,Approved
APP103089,43,1157204,150785,60,491,37,Own,Auto,Approved
APP103090,37,942216,1141043,60,520,31,Mortgage,Auto,Approved
APP103091,40,1138897,133899,360,452,17,Rent,Auto,Approved
APP103092,56,1226827,1457161,120,441,5,Own,Medical,Pending
APP103093,32,432336,1893441,48,659,1,Own,Business,Rejected
APP103094,65,2209054,595956,60,511,31,Own,Medical,Approved
APP103095,57,1434782,623980,12,373,12,Rent,Education,Rejected
APP103096,29,2858888,1733809,48,319,15,Rent,Personal,Approved
APP103097,36,706480,744560,84,773,33,Own,Home,Approved
APP103098,29,2073304,518554,12,539,19,Rent,Personal,Rejected
APP103099,34,701726,214341,360,617,38,Mortgage,Business,Rejected
APP103100,38,1732065,1687754,84,798,21,Own,Home,Rejected
APP103101,27,1574464,1855518,180,361,33,Mortgage,Personal,Approved
APP103102,21,1456073,203162,36,816,5,Rent,Education,Approved
APP103103,42,2033196,1615749,240,687,15,Mortgage,Home,Approved
APP103104,55,2518944,361858,48,652,7,Own,Medical,Approved
APP103105,35,1086821,320784,360,537,2,Rent,Business,Approved
APP103106,63,2579040,792919,84,689,39,Mortgage,Business,Approved
APP103107,39,717584,901545,120,412,20,Rent,Business,Approved
APP103108,65,1020505,1715408,36,466,14,Rent,Home,Approved
APP103109,32,1069877,1414512,360,829,15,Own,Auto,Rejected
APP103110,47,2869576,331941,24,451,9,Mortgage,Personal,Approved
APP103111,58,532004,1188942,12,696,4,Rent,Education,Approved
APP103112,23,1306323,1757104,60,812,36,Own,Medical,Pending
APP103113,66,1388424,1341100,240,626,4,Rent,Auto,Pending
APP103114,38,2440218,497976,360,464,15,Rent,Education,Approved
APP103115,45,1560518,301225,240,767,6,Mortgage,Education,Approved
APP103116,51,2907095,932391,84,755,37,Rent,Home,Approved
APP103117,52,2272895,970778,360,599,8,Own,Personal,Pending
APP103118,22,2170242,737832,60,363,15,Own,Home,Approved
APP103119,63,2308174,263063,60,543,30,Rent,Education,Approved
APP103120,51,652342,280346,24,537,22,Mortgage,Medical,Rejected
APP103121,69,1457343,1081521,180,404,15,Own,Medical,Rejected
APP103122,44,1841183,1891403,48,521,22,Own,Auto,Approved
APP103123,51,783731,1215975,24,384,17,Mortgage,Education,Approved
APP103124,42,532575,904447,48,681,11,Own,Business,Approved
APP103125,64,580146,1866003,120,538,23,Mortgage,Personal,Approved
APP103126,61,2409597,1396145,36,702,14,Rent,Auto,Approved
APP103127,65,2039267,1449936,48,551,38,Rent,Business,Rejected
APP103128,45,987682,1171771,48,693,18,Rent,Medical,Rejected
APP103129,59,2264178,1537627,84,704,30,Own,Personal,Rejected
APP103130,38,2146601,1028346,180,388,9,Mortgage,Personal,Rejected
APP103131,43,2486204,1263028,120,543,25,Mortgage,Medical,Approved
